epoch,accuracy,loss,val_accuracy,val_loss
0,0.6657833456993103,1.0063623189926147,0.8163999915122986,0.6396927833557129
1,0.8258500099182129,0.6023366451263428,0.8391000032424927,0.5609548687934875
2,0.8438000082969666,0.5506590008735657,0.8495000004768372,0.532406747341156
3,0.8522666692733765,0.5270721912384033,0.8550999760627747,0.5246825218200684
